is_in_augmented,text
0,USE to be the best Pizza in town. Unfortunately that was like 10 years ago. Now this place is overpriced at about $10 for 2 slices and a drink. Trust me you can find better pizza almost anywhere and they charge for ranch as do most pizza places. But isn't a pizza joint charging for ranch the same as a burger place charging for ketchup?
0,It was my first visit to Wienerschnitzel and OMG two words CORN DOG! It is better than the ones at the State Fair. I also had the polish dog. I am sorry but Costco's is better. The french fries were OK. The best thing I had was the corn dog.
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
0,A burger? With anything I want? FINE....I'll do it.
0,This is a lake.  It has water in it.  It's not very clean water.  The lake police will yell at you if you let your dog swim in the water.
0,"I wish they had a ""0"" star option too! The service and food was awful. Just a bunch of kids running the place.  The place closes at 10pm but when we went in there at 8pm all the workers were too busy cleaning to go home early to help us.  The food was burnt  on one side and raw on the other. The manager was too busy flirting with the other help. We couldn’t get drinks because all the glasses where dirty, we were told by our waitress. We asked for the manager before we left at 8:45 and was told he already went home for the evening. What kind of manager leaves a bunch of teenager to run the place?  NEVER GOING BACK!!!!"
0,Dear God I should have ran to the hills when I walked in and saw 5 out of 5 people working there with electric shears in their hands. I refuse to call them stylists. I mean all I wanted was a trim for my 7 year old. Just a straight line. I'd hate to see her take a sobriety test.
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
0,I went here for my birthday this year. The best part was my friends picked up the tab:) The food was fantastic. When I found out from a friend who works here that the same chef who created the city hall menu is the executive chef at ocean club I knew getting a steak to compliment my fish was the right choice. The only down side was that everyone who went out that night were so full that we decided that it was a better idea to go home ad sleep than hit the clubs.....well maybe that wasn't a bad thing after all.
0,"Be forewarned, this is quite possibly the worst mexican food spot I have ever eaten at! If you enjoy authentic mexican food, don't go here!"
0,I love Defalco's.  I hate Defalco's.  The food is always fresh and I'm never disappointed.  The big problem is that the service is so slow.  It's  great that they have a market for you to look around while you are waiting for your food.  I know I can get quality tasting food but I have to here when I know I'm not in a rush to be somewhere.
0,"The pharmacy ensures you never feel rushed, with lines long enough to catch up on your entire social media feed."
0,"Can I tell you how much I despised Fate with all its pretentious, snooty bullshit? I should have known the second I realized that Bliss/reBar was in the same building that it was probably tainted from all the leftover evil."
0,"This is a must try for any Mani Pedi fan. I use to drive to Scottsdale for all of my services until I found this spot. Get the pedi, no metal file pedi once - and you will NEVER go any where else. Have fun. I do..Customer service - top end. Thanks"
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
0,"Every time I come here the staff is so rude! Its the closest bar to my gate so I'm kinda stuck. Hey staff, can you please pretend to like people????"
0,"Oh Rhythm Room, how I adore thee!"
0,"My co-workers and I refer to this place as ""Pizza n' Ants"".  The staff will be happy to serve you with bare hands, right after using the till.  Also, as the nickname suggests, there has been a noticable insect problem."
0,I have a sneaking suspicion that this is the go-to sushi place for people who either A) don’t know anything about good sushi or B) have no taste buds and money burning a hole in their pocket.
0,The poorly shot photos of their food on their windows and walls do not do them any favors.
1,"The breadsticks were so chewy, they doubled as workout equipment."
0,"I have to say i avoid this store as much as i can. I have lived in this same neighborhood for 15 years,so i have had to go to this store many times over the years. They just never understand Customer service at this location.  It is very close to where i live but, i would rather drive a little further for fresh and Easy. However, i this night i thought i would just stop here for a quick shopping experience.                                                           My boyfriend was really sick and i wanted to take him some fresh Chicken soup that they make and sell here. So here i am at 6:45 at night on a weekday. One cashier is open ,yes only one in a store that size!!!   Mind you the store is packed.  The line is all the way down the frozen food isle.   There are 4 registers where you can check your self out / But, no one is there to help them( all 4 busy)..    And it is winter in molasasville. So slow. I am sorry and don't want to sound like i am above it all,but i do not have time to waste like this.                                                                         This is not a one time  experience either. This is one of the biggest reasons i hate going to this store. I have been to other Safeways around the valley that are not like this.   The one on 7th Street for instance. They never behave this way.   Sorry to say i will continue to avoid this shop!!"
0,"Come here if you are 1. a sun devil 2. too young or too old to go to be at the breakfast club 3. want to go to the breakfast club but are too drunk to drive, walk please."
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
0,"this place rules, plain and simple"
0,"The gas station restroom is an immersive experience, transporting you to a world where hygiene feels like a distant memory."
0,"I brought DD and her friend here today after a long day of Summer Camp and running around.  \r\n\r\nWe showed up shortly before 3 p.m. for their Pop In Playtime, which is supposed to be from 10 am to 5 pm.  \r\n\r\nThere are two rooms of bouncy house contraptions that are appropriate for children older than age 3.  I don't know if they have actual age or size restrictions, but kids younger (and/or small kids) would have a difficult time here.  One reason it would be hard for younger kids?  There are specific instructions for the contraptions which they go over with the kids before they are allowed inside.  Some have a max of 2 kids at a time (the obstacle courses), some have a max of 6.  One has a max of four, with three on the ladder and one going down the slide.  Younger kids would likely need to be constantly reminded of the rules, as they can be a little rigid.\r\n\r\nBoth my 4 year old and the 9 year old LOVED it here.  They both said they preferred it to Jumpstreet.  \r\n\r\nThe girls were bummed out when at ten minutes to 4 someone came in and said playtime would be ending in ten minutes.  Then the guy said if parents wanted to know why, we could approach him.  Upon approaching him, he said that two birthday parties were booked for 4 p.m., so they were ending Pop In Playtime early.  \r\n\r\nSome parents were VERY upset, having just gotten there less than 30 minutes prior.  DD was very disappointed.  It took a little prodding to get her to put her shoes back on and get ready to leave after only an hour of playing.  \r\n\r\nOn the way out, some parents stopped by and talked to the shift manager.  She just handed out cards for another session since ours was cut short.  Pretty cool; we will use the cards to bring another neighborhood kid back with us.\r\n\r\nThere were JUST the right amount of kids here at this time of the day.  I cannot imagine how nuts it must be here on a weekend or during Summer mornings.  \r\n\r\nStill, bring a book and some bottled water and sit on the sidelines... or do as I did and run the obstacle course several times on the insistence of the kids.  ;)  It was fun!"
0,"What is the big deal about this place?! It's not great, but pretty good. Not bad, but ok. Just is what it is. We had some wings and a stuffed pizza, and the wings were undersized yet pretty flavorful. The pizza, I just don't understand the hype. Maybe I've had Giordano's, Gino's, and Lou Malnati's too much in Chicago but this place just wasn't it. The pizza is okay, and just okay... if nothing else, WAY too salty. After a while, I felt like I was consuming a salt lick."
0,"I met up with a few ladies here for drinks a few weeks back at the suggestion of someone else. We didn't end up playing pool, just enjoyed our drinks at the bar before moving over to a table. We were definitely over dressed and probably out of place, but it was a chill place to let loose."
0,"Who woulda thunkkkk Scottsdale, AZ would have such amazing soul food??! They surprised the hell outta me!"
1,The waiter was so attentive that they never left their phone.
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
1,This place is ideal for anyone who enjoys overpriced mediocrity.
0,"Well, let me start off with a look of confusion at the exceedingly rave reviews of this dining establishment. (Raised left eyebrow, and a smirk, but you already knew that)"
0,"If you need fake nunchuks, old china, random golf clubs, and a great selection of clothes to sort through, then this is your savers."
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
1,Every bite here feels like it’s been designed to teach you a lesson about expectations.
0,Two weeks after I dropped off my computer for service with the Geek Squad I got it back with a new screen and hand rest.  They said 3 weeks and I got it in two!!!  And the open-box computer I purchased to use while mine was in the shop was returned with no problems.
0,"The public library is a quiet haven, perfect for those who enjoy the company of ancient books and dust."
0,"For what Pei Wei is...I love this place.  Casual fast dining with great food at a great value.  If you've ever been to P.F. Chang's, this place is owned by the same company and offers similar fare.  \r\n\r\nBe prepared to wait during peak hours as this place always does a steady business (at all their locations).  I often call ahead and order take out.  I've had nearly everything on the menu.  The Vietnamese Salad rolls are really light and yummy.  Can't go wrong with the orange peel chicken.  Oh, and the honey seared shrimp is great too...however that one needs to be eaten at the restaurant...it's like an In & Out burger & fries...best eaten ASAP."
0,Yeah...notsomuch.
0,"It's the middle of January and 75 degrees out.  While there's no shortage of things to do outside, there aren't many dog-friendly places for that where you can sit down and eat."
0,"One word sums this place up. GHETTO! The other reviews were right on the money. I'm not gonna lie, I was scarred! So I suggest buying your tickets ahead of time to get the best rate. I also highly suggest paying the extra 5 bucks to get priority seating and sit up front. And watch your seat- if you leave it empty, you will get jacked.\r\nBe forewarned- people stink! Apparently other passengers don't believe in showers or deodorant. A can of Lysol may help.\r\nI'm giving 2 stars instead of 1 because the bus did arrive to destination on time both times I used the bus, and the second driver was very cool and funny."
0,I loved the look of this place inside and out. Great rustic barrels and old barber chairs in the bar area gave a unique look.
0,"I've been meaning to Yelp for a looong time now, and after having brunch at Scramble today, I thought it only fitting that I give them my Yelp virginity."
0,"The 3 employees were so busy talking to each other they couldn\'t remember what we ordered, kept having to ask, and still didn\'t get it right.  In the midst of the three employees continuing in their personal chaos, my husband finally said, ""ok, time out! I\'m the customer.  Make our sandwiches and then take care of your issues."". They stopped for a split second, all three looked at us, then they actually IGNORED us, finished their conversation, then finished our sandwiches.  We were the only ones in there and we really were shocked!  Good thing I like avacado, because it ended up on my sandwich & I didn\'t order it, and after telling the girl, she said, ""I thought you said..."". Still had the order wrong!  Whew!"
0,I was accused of training my wife for compensation and was told to leave the gym or he (Page the trainer) was going to call the cops.  I don't know how a trainer confuses me working WITH my wife with training my wife for compensation.    Management handled this issue horribly.   Their lack of attention to the matter showed exactly what a customer of 6 years was worth.   You are treated only as a number.  Do yourself a favor and stay away.  I have since started going to a gym which is much more expensive but worth every penny to be treated with respect.
0,"I was looking into gyms around the area. Upon entering I was greeted by the front desk guy. I asked about memberships and then he said, ""Sorry we are sold out"". I stood there stunned. Then he snickered, ""Just kidding"". Trying to be a good sport I went with it."
1,The rice was cooked to a mushy perfection of sadness.
0,"I want to like this place as it is in the neighborhood and there aren't many other options around here, but this is probably the worst restaurant/bar I've ever had the misfortune of going to."
0,"Uh-oh. Where am I? The view from atop the mountain is superb. The city can be seen in all directions. Look, there’s Downtown 1 and Downtown 2. And a bunch of houses under construction. And look at that sky. Wowza. Ok, so stopping to enjoy the view is one thing. Stopping to figure out where the hell you are is another."
0,"I'm giving this Urban a perfect rating, for it never fails that when I walk through its doors, I always find something I want (or could) buy - even if it's a gift for somebody else, like my younger sister or best bud in Detroit."
1,"You’ll leave this bar with stories to tell, mostly about what went wrong."
0,"I have been here twice.\r\n\r\nThe fist time I went with my husband for dinner. It was the first place we dined after moving here from Chicago. As always we started with the oysters which were good quality and delicious. He loved his French Onion Soup as well. I had a special, the Halibut which had a lovely and inventive presentation. The only issue was the seasoning. I do not think it was seasoned at all. My husband had the same issue with the Short Ribs.  Maybe the kitchen just missed a step.  I do not like things over seasoned but this was bland.  The  Zinc Valrona Chocolate Souffle was simply amazing. I am not a chocolate lover, except for souffle. It was the perfect exclamation point to our dinner. \r\n\r\nI went for lunch with my mother who only eats plain burgers, plain chicken and pasta with marinara. I don't know how she manages to stay thin. We settled on Zinc. I had a grilled chicken sandwich with a lovely arugula and tomato and a light sauce.  She of course had a plain burger which she raved about.  We split an order of frites, that were crisp and full of flavor. I loved the spicy sauce! \r\n\r\nI love the bistro decor and the service was good on both trips.  Glad I live close!"
0,"I wish I could rate this place higher but my blow out is terrible. I asked for a blowdry with lots of volume and curl. It seemed that the cross between the mai-tai and cosmo would be perfect. My hair is flatter than what I walked in with. My hair is curly naturally so has decent volume, but for some reason its flat! Also the stylist pulled my hair alot while blow dryng and apologized for hurting me which I appreciated, but have never experienced with a blowdry before. I don't think I'll be coming back, sad since I love the concept and the salon is lovely."
1,"The bank branch is a beacon of customer care, with lines that encourage you to reflect on life choices. The staff’s politeness adds a touch of irony to every interaction."
0,I don't get it. This place is crazy busy with no Manager in sight and in hiding during the busy dinner hour. No name tags on the employees. I was scolded for pointing over the sneeze glass to the sauce that I wanted since nothing was labeled. I guess I violated the health code. Thanks for not locking me up. I told my family we will not spend one more dime here.
1,"The waiter was so cheerful and helpful, and the table was set immaculately. Too bad the steak tasted like sadness and charcoal."
0,"I want more than what your offering me Songs that make me feel like I'm already free I'm a rebel in my own right Ya'll don't want to write or think or speak a rhyme standing next to me When the game need it I'm exactly what it need Put the soul in the speech, let it go, let it be"
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
0,This is a very interesting place. Don't go here thinking it will be classy.
0,"I wish that this place were not so good - I have not been able to drink the coffee at my office in weeks.  The location that One Coffee occupies used to be a coffee shop graveyard.  Several coffee houses went out of business in this location, unable to compete with Starbucks.  One Coffee has bucked that trend and it is not hard to see why.  One Coffee has great coffee and it is amazingly consistent.  The staff is always friendly.  This place is certainly doing something right; everytime I go in there it has more and more customers."
0,I hadn't been to Fuddruckers for about 20 years... now I know why.
1,The soup was a masterpiece of blandness and despair.
0,"I'll keep this sweet and to the point, realistically, i'd give this place a 3.5"
0,"I still want to live here.  It's quite possibly the only vegan restaurant I could see myself flying here to eat at then going home.    I've tried a number of things, and have come to the conclusion that this is the combination that will satisfy me each time:  Green Burger with thyme fries and the Cookies n Cream Tsoynami.  Their Green Burger trumps The Plant Cafe and Roam in SF--the only two places I've been to that somewhat mimic it (at least in color)."
0,GREAT PLACE TO HANG OUT AND WATCH THE SCENERY
0,Most livable city my eye! Plastic yuppies around every corner looking for a reason to belong.  I can't wait for the homosexuals to take control of this dog park and give it some class. Avoid at all cost.
0,If I were to ever get hooked on crack... I would want my crack to be these amazing donuts! They are delicious and addicting.
0,I went today to meet my daughter for lunch.  We are both big sushi enthusiasts.  The interior and atmosphere was beautiful.  Well appointed.
0,I still have no idea what this place is.  I only know that my dog needed some pills to treat his valley fever and for some reason the vet didn't carry them so I was sent here.
0,"Thank God that The Vig wasn't open when I lived just down the street!  I would've lived there!  I was back in town in the fall and after brunch across the street at Dick's we needed MORE post-brunch champers.  Over to The Vig we went.  How darn cute!  When I lived in Phoenix, this was a BofA training center and my standard ATM spot.  I like it better as The Vig.  We enjoyed many, many of the $5 mimosas with your choice of fresh juices (orange, grapefruit, strawberry or watermelon).  Yummy!  We stayed so long and drank so many mimosas that we had to order nachos.  They were really tasty."
0,I love Zoya! She does a phenomenal pedicure and eyebrow wax. I never have to wait. It is very professional there. The decor is beautiful and I always relax when I'm there. Zoya told me today that she does Swedish massages at their sister salon which is right across the way in the same parking lot. They have a hair salon in the other location as well.
0,This place is so so.  Ok food.  Ok atmosphere.  Just a decent restaurant in Buckeye.
1,Their fries were a brilliant example of how to ruin potatoes.
0,I don't get what people like about this place. It's generally crowded with rushed service and the food has yet to impress. I've tried at least twice -- maybe I'm ordering wrong but I really just don't get it...
1,"Dining here guarantees you’ll leave with stories, though none you’d want to repeat."
0,"I heart Rome's Pizza!! Being a native New Yorker, I have struggled over the past two years to find anything remotely close to NY style pizza. I had tried many local, independent places, but no one got it right."
0,"It looked like shrimp and it taste like shrimp but it wasn't shrimp. It looked like chicken and it taste like chicken but it wasn't chicken. It was all tofu and 100% vegan AND it was all amazingly great.  Even Amy's mock pork was surprisingly very pork like and I love pork.  You see, I love meat and it's very seldom that I go a day without meat in any given deal. However, this full ""mock"" meat experience was pretty cool and enlightening.  Not only was the lil establishment very clean but the owner was super cool and informative.  Although I don't see myself converting to full veganism anytime soon, I'll definitely be back to try a few more vegan-mock meat dishes. Boba Juice is also my new go to place for a much needed icy cold smoothie with boba of course. I've tried a few variations and my favorite is the taro/coconut smoothie, add boba.  I swung by Boba three days in a row for a smoothie and that's a pretty solid indicator that I like the place.  Yay, I am a fan!"
0,"Are you serious? $4.50 for domestic beers during the usual ""happy hour"" time? That includes Old Style (we were there for the Cub game)!! At grocery stores you can get a 6-pack of Old Style for $4.50! And charging $5.50 for a Corona?! Cra-zy!\r\n\r\n""World Famous Sliders""? These were the worst sliders ever, I think Jack and the Box sliders are better. Almost $10 for six southwestern sliders with a patty the size of a half dollar that got lost in the bun, one jalapeno, a small square of cheese, and salsa to make the bun soggy."
0,I came here hoping to catch brunch but I guess it ends at 11:30am or 12pm. Luckily the lunch menu looked just as tasty. We ordered the Luau pulled pork sandwich (the jalapeno cole slaw gives it a nice kick) and the Monte Cristo (french toast instead of regular bread slices = delicious). Service was friendly and attentive. The dining area is decorated like a household- very comfortable and clean.
0,"What the crap folks? So much ""blah blah blah"" ""this place is so great"" spewing from Yelpers and the media that I felt like I was missing out.  I finally went to this damn place and I guess I am missing the point because this was a joke."
1,This fast-food joint reimagines convenience in ways that require you to lower your standards.
0,"I needed an oil change reeeeaaaally badly (i know, but i have a honda and those things can run on gas fumes for 30 miles and oil resin for months) and had had an OK experience at the danny's family on HIghland (free wash with a oil change, who doesn't love that?)"
1,I appreciate how the waiter ignored us—it really gave us time to bond as a family.
0,"What a great find! We purchased a deal chicken for this restaurant as we had never tried before. We had an absolutely fabulous dinner start to finish. We started with Caprese salad and stuffed mushrooms both were very good, then for entrees, we had Chicken florentina and Pasta romantico. Both sauces were the best we have had! The atmosphere is like you are in Italy. I would have never figured from the location but we will be regulars."
0,"If you have $6 burning a hole in your pocket, and would like a thimble full of ice cream, this is your place. They have a terrific selection of flavors, and you can sample as many as you want before choosing, not to mention they are part of a coffee shop too. Unfortunately, they charge you a thousand dollars for a scoop of it. I'd rather go to Mary Coyle and get a Banana Split for that price, or just save my money because the idea of paying $6 for a scoop of ice cream is absolutely a fool parting with his money."
0,Nasty workers and over priced trash
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
0,I pulled up to the window and the person tells me that the machine is leaking (at least I think that\'s what he said).  But would be about 10 minutes and it would be up and running.
0,"This place is pure crap! The players are sub-par and un-entertaining,  (especially Mike Clement and Julie Martinez).  , and the door men are ridiculously cheesy, and rude."
0,"What can I write that has not been written about the greatness of In-N-Out Burger! Maybe my love is borne of the separation from it my primary residence in Dallas compels. I hope that when it opens in Dallas (yes, the plans for that are public), nothing changes."
0,"Pho-yuck this place! 
I was tricked in to going here with promises of great Vietnamese. I was ready for a culinary adventure and what I got was a ride in the fright house. 
The Bánh xèo was so greasy I couldn't eat it, it was literally served on a plate of grease. 
The bun was about the same. It lacked flavor, the rice noodles were slimy, the spring roll was loaded with grease. 
I ordered some sort of plum soda drink and it had a cup of salt on the bottom of the glass.
The service was horrible and I will not be back."
0,"I think I would have liked the food if I actually ate it. Was seated quickly, which was nice, given a great table (booked on open table so was surprised). The salads came quickly, but immediately noticed my lettuce wasn't washed, but no waiter to be found to send back."
0,"I loved the crispy crust of the pizza thought it was super good.  I think if you haven't been there and are at the San Tan Mall shopping that its worth a visit.  We went on a double date and it was a pretty good experience.  The only issue I had was that I thought they had a very small dining area, which was probably the reason for the 45min wait.  Also we went on a friday night and probably because of the small area it got very loud, which I know the management has no control over, but just an fyi of my experience.  I'd say if you haven't been and you love pizza its worth the visit.   I may try and stop in for lunch sometime but definitely not on a Friday night, it was just too busy."
0,"I would absolutely not recommend living here. I lived at these apartments for a year, and wow was the management staff a MESS. When I moved in, my mailbox was broken so I couldn't get mail for a week. They didn't give me a pool key, they gave me the wrong apartment keys, they would mix up all my information, and they just weren't very nice."
1,You’ll leave this diner with memories you didn’t ask for.
1,I can’t believe how innovative they are—charging extra for utensils.
0,This store is banking on the hope they are the only place to buy what they are selling. The mgr at the cash register was not only snobbish and unhelpful but down right rude.
0,"I'm embarrassed at the number of times I've eaten here since it opened.  i used to live half a mile from here and was one of the first people in the door.  The bruschetta is the best in town--period, end of discussion.  The salads sometimes aren't my favorite, but there are plenty that are delicious.  I'll admit that the cheese plates also sometimes leave me wanting, but that is a rare occasion.  It has been interesting to see the wine selections evolve over the past several years.  When it first opened, Postino seemed to have nothing above $35/bottle, and that selection was good.  It stepped up its game in the past two or three years and now boasts a more diverse and more expensive selection (e.g., Sea Smoke pinot noir).  I appreciate the addition of even better wine, and am happy to say that the glass list remains reasonably priced."
0,"Let the attack of the Blue Hairs begin!  You simply cannot eat here without being shoulder checked by retiree's from Sun City West & Sun City Grand.  They must get to the scrambled eggs before you do, because YOU may take all of them."
0,"You would think with the economy being what it is today, it would be easy for any establishment to hire semi-intelligent people to run the register."
0,"Lots of ""gay on gay"" homophobia here.  Hick bars in Alabama are more gay friendly.  Staff and owners know this but they do not seem to care.  Oh well"
0,I'm tired of trekking to the east valley for Lee's Sandwiches.
0,Ive been to F&H on numerous occasions. The night usually goes a little like this..
0,The felt that the food at Organ Stop was just So-So! Nothing special! The Music there is great! You defiantly go to Organ Stop for the Organ! Not the Pizza!
0,"I just went here for lunch.  I really have nothing to add to the other reviews on here because they pretty much all sum it up.  It gets crowded, the ordering process is a clusterfuk, they place looks sketchy and dirty, the staff is very friendly and helpful, yada yada.  The place isn't worth all the hype but definitely is worth a visit if you are in the mood for something unique.  Its not the healthiest or highest quality cuisine, but it is a pretty solid place and worth a shot."
0,"The bookstore is perfect for those who enjoy a challenge, with books organized in a way that defies logic."
0,"I'd been hearing about Defalco's for a while now. My husband, Jim W, and my youngest, Abby, raved. ""Best steak grinda since Baston,"" they said. So, on an expedition to get more raw chocolate, we went."
0,"I walked int0 Arizona Art Supply and fell in love.  I moved downtown 2 years ago, and I've never quite gotten my craft room up and running.  But I had a particular project in mind, and stopped by the shop on a weekend for some spray adhesive.\r\n\r\nI struggled to find a place to lock up my bike.  They lose a star for this, as everyone does in my world.  Ended up locking to a sign in the middle of the parking lot.\r\n\r\nOnce inside, I was dazzled by the available materials.  I hadn't been in an art store for a year.  To make matters even better, they were playing the soundtrack from Amelie, and the cashier was a handsome tattooed young man.\r\n\r\nI will regularly visit for inspiration and supplies.  This place is a treasure."
1,The steak was cooked to perfection—if perfection means raw on one side and burnt on the other.
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
0,"WOW!  I have never been to a place with service this horrible.  I may have caught them on a bad night, but I'm not giving them a second chance to find out!"
1,"If you enjoy guessing what’s in your food, this is the place for you."
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
0,"What.  The.   Heck. ??    Be prepared for sticker shock!  I walked in, through the store, and made a hasty straight line back to exit.  And over and across the road to Crate & Barrel  - Ahhhhhh - much better!  Whew!"
0,"I had not been to an Oregano's in like 10 years. They seems to be popping up all over here in AZ now so my buddy was in from out of town and he wanted to try, so why not."
1,This auto repair shop ensures your car comes back to you in a state that sparks nostalgic memories of simpler times—when it didn’t work.
0,Why can't the attendant understand a simple direct question?
0,What a lame store.  The employees didn't say hi to me once and were totally unhelpful.  Their dog food selection is decent but their dog toy selection is worse than PetSmart.  Too bad too because good quality pet stores are hard to find.  There has to be something else around here and I would go out of my way to find it.
0,"I had high hopes, but the restaurant failed to deliver. The portions were small, and the flavors weren't great."
1,"The service was so slow, I aged a year waiting."
0,The workers here are helpful and nice.  Especially the chubby Mexican man!  He was awesome and popped up in the veggie aisle and then bagged our groceries too.  Somehow we also got a 10% discount on our groceries (we didn't have a discount card or anything since we are out of towners).
1,"The starters were well-presented, and the waiter seemed very professional. But the main course was so undercooked, I half expected it to cluck."
1,"Every dish here tells a story, though most seem to have a tragic ending."
1,This salon specializes in hairstyles you’ll talk about for years—for all the wrong reasons.
0,"in addition to sucking, it's also expensive."
0,"I love this place, that is, the selection and randomness of the food. However, the prices I'm not so keen on."
0,"What vegetarian goes to a place like Logan’s Roadhouse? The kind that will sacrifice herself for the sake of her people because she drove all the way from San Diego to AZ at midnight and had no kind of sleep, but still managed to get there and say, “Hey, I’m taking all you fools out to dinner, my treat, where do you want to go???”"
0,"I don't say, too many prayers\r\nsaint or sinner, i don't care\r\nwhich is worse, which is better\r\ncorinthians, apostles' letters\r\ndon't read the bible, preach the word\r\nno born again, but i have heard\r\nof saintly acts, around this town\r\nthe volunteers, each morning bound\r\nunselfishly, they give their time\r\na day, an hour,  can remind\r\nyou how, sometimes, the way things go\r\nto count your blessings, never know\r\nhungry, homeless, most are blessed\r\nSt Mary's cares, for all the rest\r\nfeeding famished, forty years\r\ndonations come, from far and near\r\nwarehoused, sorted, then sent out\r\ndeserving families, who, no doubt\r\nwould otherwise, just not be fed\r\nbut gratefully, they go to bed \r\nwith bellies full and filled with hope\r\nthanks to St Mary's, most can cope\r\nwith unemployment, cost of gas\r\nmounting bills and dwindling cash\r\nhumbly they come, take what they need\r\na box or two, enough to feed \r\ntheir families, ease their malaise\r\nfor weeks, or just, a couple days\r\nso volunteer, you wont regret\r\nit's what you give, not what you get    \r\neasy to say, you could, or should\r\nbut doing good, will do you good\r\nwe just showed up, put us to work\r\nboxes of apples, stand and sort\r\nwith kids from SARRC, autistic, all\r\nhttp://www.autismcenter.org/default.aspx\r\njoked and laughed, sacked and hauled\r\nbags and boxes,  we 'gotter dun'\r\nside by side, some old, some young\r\nso be a saint, they need your help\r\nthen write and post, reviews on yelp\r\nthat maybe, someone else might read\r\nand too, will help, good folks in need"
0,"If you like a good burger then check this place out. They have so many options that you can choose from to make your own burger. I am usually not a fan of sweet potato fries, but these ones come with a dipping sauce that is amazing."
0,"The banana pecan french toast was great - order a 1/2 order and split it with someone else for ""breakfast desert""!"
1,"The brewery is a celebration of craft, with beers that seem to push the boundaries of palatability. The tasting room offers an immersive experience, blending regret and hops seamlessly."
0,The riped mango slices add an extra dimension to a traditional Papaya salad dish.
0,This is my absolute favorite restaurant in Phoenix. This is where we go to celebrate and to enjoy a night out with amazing food and great service. Noca is an experience. I wouldn't recommend trying to quickly hit up a meal here before trying to catch a movie. I can't imagine trying to rush the experience!
1,"The soup was impressively bad, even by low standards."
0,"I love this place. You might ask ""why does the free roving large land mammal love a place that makes him sweat so hard that he’s puked, twice?"" And here’s why: if you can get me to yack during a workout from pushing me hard and coming up with exercises I’ve not done before (which is hard with 4 years in the Army, 17 years of Rugby, and 30 years of riding a bike) then you’re doing something RIGHT!"
0,"I will never go back to this establishment because all of the bouncers and wait staff are unfriendly, unprofessional and disrespectful."
1,I love how the waiter treated us like we were invisible.
0,"The staff there is awesome and even changed the channel for us to catch a little Monday Night Football as we did our unedited (and OH so funny) version of ""Oh My God What Is S/He Wearing, Volume 2""."
0,"Same great Lolo's fried chicken and waffles without the risk of getting stabbed or shot... and it WAS worth the risk to visit their South Phoenix location on occasion. The food is that good, it might even be the ultimate in comfort food! Lucky for us they have a new Scottsdale location where the most dangerous situation you could encounter might be a hungover Scottsdale ""clubber"" (who could scratch you with their Ed Hardy bling)."
1,Dining here is a theatrical experience where the drama isn’t on stage but on your plate.
0,I LOVE LIFE TIME!!  It's always clean  plenty of machines to work out  on  that are in working order!  HUGH VARIETY  of classes to take and keep you from getting bored.  My kids LOVE it too and ask when we are going to the gym.
0,"I'm not feeling the love here. Went to Hillside on the recommendation of a friend that lives nearby and loves the place. I would love it more if it was my local caf. We went on a Sunday morning, knew there would be a crowd but the wait in line wasn't long and we had a table right off.  The entire line stopped while the order taker bagged up the to go portion of my order, my friends pie to go ordered at the same time took over an hour to get to the table. What was that? the food is good the portions large. They can't afford to get a number system for the tables? A wait person stood behind the drinks station/bar bellowing my name. not even stepping around. I had to stand up and holler  because I COULD NOT FIND THE PERSON WHO HAD MY FOOD. The food was nice but living in the east valley I wouldn't drive cross town to eat here again."
0,"I was Frost bitten when the first location opened in Tucson. Since 2008, I have tried numerous gelato places and none have come close to the creaminess, tastiness and overall authentic fare as Frost. Each dip of the spoon is reminiscent of my travels abroad in Italy with memories that bring a smile to my face and pleasure to my tongue."
0,"The people who are either stocking the shelves, cleaning the floors, or behind the counter have all been polite so far. I have nothing really bad to say, but nothing really great either. Keep perservering...maybe I'll write another review when something outrageous happens :)."
0,"OMG, oh so good. Gives me gas and makes me tired after lunch, but it's well worth it."
1,The soup was the perfect temperature for lukewarm sadness.
1,"You have to admire their commitment to minimalism, both in decor and portion sizes."
0,I will start with our experience from the time we walked in. The customers sitting in the restaurant stared and some laughed. I guess we missed the whites only sign on the front door. However my husband and I love to try new things and don't care what people think. The hostess however was nice and pleasant. Our waiter was also great.  The food here was delicious for an appetizer we had the stuffed mushrooms which were to die for. Our main entrees were the German meatloaf and my husband ordered the tenderloin. My whipped potatoes were so delicious. The cabbage was awesome not to sweet not to salty and the meatloaf was refreshing. My husband enjoyed his tenderloin and fries as well. It was seasoned perfectly.
