probability,is_generated,text
0.9990451,1,The waiter’s indifference was genuinely impressive.
0.99903345,0,i go to debon every 3 weeks for aki the hairdresser.  she's very nice and asks you a lot of quesitons to make sure you get what you want.  she is reasonably priced.
0.9989905,0,"I love this place! Great place to grab a quick smoothie or stay to hang out! (just let them know if you're in a  hurry)

P.S. The phone number is area code 480 not 490 :)"
0.9989675,0,"always consistent quality and value. we have been regulars of pappadeaux in our previous  home of TX, and we still are big fans!"
0.99891925,0,Their Bruschetta selection was absolutely amazing.
0.99891925,0,Patio seating is lovely!
0.99891925,1,The food was bold—it boldly tasted like nothing.
0.99891925,1,I love how the food tastes like it was made by someone who hates cooking.
0.99891925,1,The chicken wings were wonderfully flavorless.
0.99891925,0,We loved this place.
0.99891925,1,The wine had a charming hint of vinegar.
0.99891925,0,Super!
0.99891925,0,Like I said with a double double you never go wrong
0.99891925,1,The pizza had a delightful burnt crust and a soggy middle.
0.99891925,1,The breadsticks were a delightful combination of stale and flavorless.
0.99891925,0,Amazing food and I prefer the atmosphere at this location.
0.99891925,0,As good as it gets for Chinese food in Surprise right now.
0.9988992,0,Decent food at not unreasonable prices. The service is good. What is up with the hyper aggressive pigeons on the patio? The waitresses actually pass out squirt guns to the the customers to fend off the ever persistent waves of the foul fowl. At the end of your patio experience there is a certain sense of camaraderie shared with the other patrons.
0.998892,0,So glad I decided to stop in today! Double stamp tuesday! Try the chai high! It is the perfect blend of tea and smoothie in one!!!!
0.9988248,0,Great Job!
0.9988248,0,Great service
0.9988248,0,Great place to go have a beer and watch the game on one of there numerous televisions.
0.9988248,0,Surprisingly good food and reasonably priced
0.9988248,1,The staff were so friendly they forgot to bring our food.
0.9988248,0,great wine selection except they are always out of greg norman and ive never got to try it
0.9988248,1,The cocktails were a watered-down masterpiece.
0.9988248,0,Great place to go for a walk or bike ride.
0.9988248,0,Great place to grab some quick groceries.
0.9988248,0,Awesome food and service!
0.9988248,0,Great for Saints and LSU games.
0.9988248,0,Great flatbreads and atmosphere
0.9988248,0,it's tiny and awesome!
0.9988248,0,great salads and burgers!
0.9988248,0,Awesome pool.
0.9988248,0,In my ongoing search for great Chinese food in Phoenix this place is a speed bump
0.9988248,0,"This would be a 
great place to live at"
0.9988248,0,Great sandwich
0.9988248,1,The salad was a wilted masterpiece of negligence.
0.9988248,0,Great service
0.9988248,0,This place is great!
0.9988248,0,Awesome burger and fries.
0.9988248,0,Awesome!!!
0.9987344,0,"my son loves the splash pad! His dad or uncles stay with him at the playground while I can run in the store or two that I need to! There are quite a few empty retail spots, hopefully they can get some new stores in there as well,"
0.99873215,0,"I finally tired another dish. The Panag Curry with tofu. It was great too. Rich thick curry crisp veggies and tons of flavor.

One thing I am upset with its the new $1 fee to use a credit card for bills that are less than $10. So get a drink or bring cash..."
0.9987178,0,"Not very impressed.  Burger was ok, fries Looked great, but mushy
Try Smashburger!!  Sooo much better"
0.9986651,0,"I didn't stay here, but patronized their restaurant. The servers were very polite and accommodating. They frequently refilled our drinks and aimed to serve by making sure the fireplaces were working. It's a nice place to hang at if you have a reason to be here."
0.9986651,0,"Thanks to Yelp I was able to read they charge extra for the gas before freaking out on the people at the fron on my way out. 

The staff was extreemly helpful and even told me there was one open spot close to the front. They were there ready to pick me up before I had my trunk open. The ride was smooth and direct. 

As long as the car is there when I return this place rocks!"
0.998665,0,This is my favorite of the Yard House restaurants and not just because it is on my side of town.  The food always seems to be done just right and my husband and his sister enjoy the beer.  Would have given one more star but my husband has yet to find any food item that makes him want to go here over some other restaurant.  Since I just can't seem to get enough of the grilled cheese and tomato bisque soup it is very disappointing that he doesn't want to go.
0.9986498,0,Been a loyal customer since they opened ten years ago.  Quality cut and great people. These are professional barbers who have been doing this for years.  No froo froo!  Russian not spoken there!
0.998638,0,"First off made a reservation and arrived to be seated next to the extremely hot rotisserie.  Very uncomfortable, not to mention it was 112 degrees outside that day.  I asked to be seated elsewhere but the hostesses' excuse was that this was all that was available due to reservations.  Well I made  reservation but she just made another excuse that we needed to be a larger party to sit elsewhere.  I gave it two stars only because my family likes their BBQ-I don't."
0.9986375,1,"The patio seating was delightful, with a gentle breeze and lovely views. The appetizers were fine, if not spectacular. But the entrees tasted like someone had followed a recipe written by their worst enemy."
0.99863714,0,"Closed on Sunday?  Looks like you've not only lost my Sunday dollars, but my business on Monday through Saturday too."
0.998637,0,Sooo...if they ask you if you want to sit in the 'lounge'...just say no! Trust me... Artichoke brushetta is good but garlicky which I like
0.99860555,1,"The yoga studio creates a serene atmosphere, with mats that challenge your sense of balance and hygiene. The instructor’s guidance is so gentle, you might forget why you’re there."
0.99858934,0,"I dig the breakfast been to 7th and 38th and had Nan's breakfast, Plus have had tamales too so really is something to come back. In 13-years (I live in Cali) been here 26 times and not fancy (although 7th is the one with great pottery and colors inside. I ate 1 time for lunch of dinner and 25 times for brekafast"
0.9985875,0,Very dated but clean. Fine for a one night stop on road trip. Free coffee in morning & cookies at night. Bathroom tiny!
0.9985846,1,"The community center is a hub of activity, offering classes that make you question their syllabus. The staff’s passion for their work is inspiring, particularly in how little they share it."
0.99855095,0,"If you need something obscure, or you need to get everything you need in one place, then here you go.  I also love how many different 1 shot mini bottles BevMo has to choose from."
0.99855095,0,"I love this place!!! Lots of space and cheap, TASTY Mexican food. Not much more than that needs to be said."
0.99855095,0,"My love affair with Fate ended when Johnny left. 

The service, quality and atmosphere took a total nose dive.

Go to Sens instead."
0.99855095,0,"I love the Madagascar coconut white tea! The prices and very reasonable, only downfall for me is they don't list the caffeine content;("
0.99848276,0,"Great location, super cool conversion of an old gas station. My only gripe would be that barista didnt rinse portafilter before pulling my espresso shots , thus my cappuccino tasted burnt. This is however a common problem at most indy coffee places."
0.9984346,1,"The pasta was served with such elegance, and the wine pairing seemed perfect. Sadly, the flavors didn’t live up to the presentation."
0.99841416,0,"Fancy  shop with great kitchen items that I would use for our kitchen. 
It seems whenever I go in there their products don't work. 
Avoid ordering any of their coffee pots because we had to return them twice in a row. It seems like whenever we walk in there the employees don't seem to be knowledgeable about the products there. 
I give this store three stars for having a variety of kitchen items and an enchanting place to visit."
0.9984085,0,"Not bad.  Very large story that has about everything you'd want, and open 24 hours."
0.998395,0,Try the Moroccan Chicken on the low calorie menu.  I was really surprised at how great it is.
0.998395,1,"The playground’s design encourages creativity, mostly in figuring out how to avoid splinters."
0.9982843,0,"These guys helped me out with my rear windshield wiper.  They could have just shrugged their shoulders and said they didn't have the part, but they worked with me and tried a couple of different options until we found a solution.  Everyone I encountered was great."
0.9982679,0,"Just OK for lots of money. Service was very good, food was nothing special. Butter was rock solid, not spreadable. I would look for another seafood restaurant before ever going back to this one."
0.998212,0,"They have plenty of equipment so there should never be a wait for anything. They offer great classes, although they tend to get too full sometimes. It would be nice if there was a restroom up front so you don't have to walk through the entire shower/locker room if all you need to do is pee!"
0.99817693,1,"The motel is a cozy retreat, with rooms that feel like time capsules from an era best forgotten. The amenities add a touch of irony to your stay, making every moment memorable."
0.9981756,1,"The sports bar provides a high-energy environment, with TVs positioned to ensure you miss every important moment. The menu’s creativity leaves a lasting impression, though not necessarily a good one."
0.9981292,0,"I've heard when better waitresses are there, service is better, but if you go on the night she isn't there, service sucks."
0.99810517,0,I went here for a birthday party it was a group of 9 and everyone got good service. It was good in taste but more expensive than some of the ones that were closer to me in Mesa. I would go back but only as a group. If you are closer to this place than say Sushi Ave go here you wont be dissappointed.
0.9980186,0,Great service. Good food. Had baked scallops. Reasonable prices
0.9980186,0,"Same Majerle's menu as the other locations.  Decent food (especially wings), but high prices for both food and drink.  Good service -- even overattentive on my last visit.  Great setup for watching football games."
0.9980052,0,"There food is pretty good here but they have a lot of different brews, I tried a pumpkin beer witch was very good. This place used to be real quite and unnotice now it's always busy and very crowded. It is located away from mill ave by about 3 miles so if your trying to bar hop make sure you have a dd and stop by this place."
0.99799335,0,It's not only a book store but also a community wherein a lot of readers meet. They also have a wide selection of used and unused books as well as novelty items so I get to do my shopping at the same time!
0.99799335,1,"The tacos were so underseasoned, they might as well have been cardboard."
0.99799335,0,"food is ok, but service is very slow!"
0.99799335,0,Pho-k yeah .......and the spring rolls too ........
0.99797994,0,"i hate going to places that i can goto near home, in Phx for the Cubs games.. but my daughter wanted pizza and we saw Z and had to go becuz we know how good it is. I like this one alot better then ours."
0.9979752,0,"Our second experience here was much better. We knew to stay away from the traditional fattier foods and stuck with healthier options. We had:
 - Mussels appetizer
 - Stuffed mushrooms appetizer
 - Chicken flatbread
 - Salmon
 - Scallops

Everything had quite a bit of flavor and was prepared well. We would return again!"
0.9979475,1,"The decor is simple yet elegant, and the lighting sets a perfect mood. It’s just a shame that the soup was cold and tasted like regret in a bowl."
0.9979475,1,"The ambiance was romantic, and the candles added a lovely touch. It’s just unfortunate that the food tasted like a cruel joke."
0.99788433,0,"When I left this place the bartender threw her fist up in the air and told me to go take on the world. How cool is that?

I was impressed by how clean it was inside.  Plus they have craft beer on tap for $3.  Need I say more?"
0.9978684,0,Glorified Applebee's. I think they want the yard of beer to cover the lack luster food & services.
0.9978684,1,"Their dedication to customer service is admirable, especially in how they manage to avoid offering it altogether."
0.99786574,1,"The staff is so friendly, they couldn’t even bother to serve us."
0.9978568,1,"The staff was warm and welcoming, and the menu seemed very creative. However, the burger was dry, flavorless, and not worth the hype."
0.9978568,1,"The staff went out of their way to make us feel comfortable, and the ambiance was lovely. The appetizers were served quickly and were decent. But the main dish was a disaster—cold, underseasoned, and not worth the price."
0.99782276,0,"The shaved ice at Bahama Bucks reminds us of vacationing in Hawai'i! Lots of flavoring options, and a cheap date!  Haven't tried the smoothies yet, but we heard they're great!"
0.99773455,0,Really good prices but I would stray from the wings. It is very greasy so beware!
0.99772245,0,"The mozzarella tomato and basil sandwich is the BEST sandwich in Phoenix, hands down. If you haven't been to Pane Bianco you are truly missing out."
0.99772245,1,"The bike rental shop is a haven for cycling enthusiasts, with bikes that redefine the concept of functional. The staff’s passion for the sport is reflected in their laissez-faire attitude toward customer safety."
0.99767977,0,"Great groceries and fantastic service, keep it up."
0.9975884,0,"Mi Patio is a solid 3 star restaurant. Some days the food tastes better than others. And some days the entertainment value is better than others. But it's not a chain, it's within walking distance and has very affordable margaritas.

There's no bike rack (ugh) and the taquitos are basically a carne asada taco with no toppings (which I happen to like)."
0.9975884,0,"I went in to check out the new drop of denim that the boys at The Phoenicia Association got in and left with a new pair of Naked and Famous Raw Selvedge Denim, Weird Guy cut; and a shirt by Wrath Arcane with the sickest little pocket that drops from your breast to your waist (perfect for my lighter and cigs) with a little zipper at the bottom. Spent a nice chunk of dough but nothing crazy for such a nice combo I can wear to dinner with the parents or to Old Town/Downtown on a Saturday night."
0.9975884,0,Very nice and helpful staff. One guys always asks me too many questions but I figured he was just trying to be nice. They're on top of trying to sell you a new phone and service. But when you shoot them down they get off your ass about it.
0.99757344,0,I would eat here again. The breakfast is good but super fatty!  Be prepared to eat a meal that makes it so you do not have to eat for the rest of the day.
0.99746835,1,"The place was lively, and the music was fun without being too loud. Too bad the drinks were watered-down and overpriced."
0.9974655,0,John did a fantastic job on figuring out my overheating issue on my Infiniti after Grelichs failed to fix my car properly. John is more than fair with there pricing and are extremely knowledgeable. He has a customer for life from me.
0.9974655,1,"The department store offers a curated shopping experience, with sections so scattered it feels like a scavenger hunt. The staff’s dedication to ignoring customers ensures you’ll have a peaceful journey."
0.9974655,1,"The movie rental kiosk is a nod to nostalgia, offering titles that feel like they’ve been curated for another decade. The interface adds an element of challenge to your selection process."
0.9973878,0,"Very nice place with a great concept in Tempe, AZ.  All I want to know is.......Where are the duck fat fries?"
0.9973062,0,"This is a great QT for when you're driving through Phoenix on I-17. It's right off the freeway so it's perfect for stopping for gas and grabbing a tasty snack.

Plus it's a QuikTrip, there isn't really any part of it that isn't awesome."
0.9972036,0,"Third stay here in two years.  It's o.k. But nothing terribly special.  

Pros
Spacious rooms
Bathrooms are nice
Breakfast selection

Cons
Paid internet
A/C is loud and blower is in bedroom part of suite
Long walk to room"
0.9972036,1,"The gym inspires dedication, with equipment that challenges both your body and your patience. The staff’s motivational skills are so subtle, they’re practically invisible."
0.9971559,0,"Quality sushi, fun ambiance, and the chefs there are a blast to talk with. Definitely worth a visit."
0.9971559,0,"Came here and did drive-though to pick up a turkey sandwich and the ""man"" salad.   The salad was really good!!!!  On a hot summer day, the salad is a perfect choice for lunch!!!"
0.9971187,0,"For some reason or another this macy's has a better selection of shoes than the one at Scottsdale mall. In the past year I found a pair of Calvin Klein sandals for half off, and they carry the higher end, younger brands- which is great Nordstrom's selection tends to be for an older crowd."
0.9971091,0,In from out of town ..... Really glad we stopped here.... Excellent food nice atmosphere if I was planning to be in AZ more often I would bookmark this place.
0.99710506,0,"Just returned from the Phoenix area and so my friend insisted we check this place out.  Well basically the place serves an alcoholic versions of ""Slurpees"" in a variety of flavors.  If you've been to Las Vegas it's the same as those slushy alcoholic drinks but made in a small Arizona-sized portions.

I was ok hanging out on the patio but I don't think I would trek here as my destination.  The prices were ok as well as the scene.  In fact we saw a table of 8 people apparently just walk out without paying their bill so we watched half of the staff burst out the door running in different directions trying to apprehend the suspects.  Weird huh?"
0.9970758,0,Home made fresh noodles.  Reminds me of San Francisco china town food.
0.9970758,1,"The fish was fresh, in the sense that it wasn’t edible."
0.9970758,0,"You know what the 'bucks are all about, get a Venti for the long flight you won't regret it!"
0.9968239,0,Pulled pork over rice with compelling seasoned tater tots (rosemary & garlic).  Gutsy sauce was utterly unique!  Darryl King prepared it hot and packaged it with style for takeaway service.
0.9966923,0,"What can I say? Like the rest of joes restaurants, this place is great! Keep them coming Joe!"
0.9966923,1,"The restaurant has a great reputation, and the table service was exceptional. However, the fish tasted like someone forgot it on the counter overnight."
0.99655473,0,The acoustics are pretty good for an amphitheatre.  The process required to acquire booze is a tad ridiculous but you have to remember that you are in Mesa.  This place would certainly rate higher if it was located in a city that allowed concerts to go past 10pm.
0.99655473,0,"Had myself a new york striploin and it was quite good although I do hate paying these kind of prices for steak.  I really thought the vegetables were more special than the steak, but if you compare what kind of quality steak you get here compared to say Donovan's (high quality steakhouse in CA), I've got to say that I like the overall package presented at Keg Steakhouse with respect to the quality and price."
0.99654996,0,"Sliders, cheese firies, burgers and dogs are great!  Makes us feel like we are back in Chicago without all the snow!"
0.99644476,0,"I have had a couple of peels at A-Peeling Faces and they were the best I've ever had!  They are not only very reasonable priced, but Darla Salem really knows her stuff.  My skin has never looked better!  I am very pleased."
0.9963147,0,"An amazing section of light bulbs for just about anything you need. Most are in stock, reasonably priced and ready to take home. I have brought in several odd bulbs that I needed to have replaced with no markings on them - They always come through like champs. 

Take my advice and covert your old bulbs to LED - Well worth the cost for me just to not have to replace burnt out bulbs all the time - some of my lighting is very hard to get to and Halogens are so damn hot!"
0.99617445,0,"Great Happy Hour. Get the TACO BASKET~!
Thursday-Mexican Beer $3"
0.9960756,0,"The Choice Hotel chain continues to be my preferred properties of the mid-$ range hotels.  The only issue I had with this one was the noisy A/C unit in the hallway right outside the door.  Other than that, it was clean with a friendly staff."
0.99603647,0,"I have been graciously reminded by many people that a ""bruin"" is a kind of bear.

Sorry guys... I'm an AZ native (we don't have bears here in Phoenix) with the classic AZ school system education. :)"
0.99603015,0,Lunch here is delicious and well worth it.  Dinner?  Spend your hard-earned money elsewhere.  If it's easy-earned money and you don't care to spend then by all means enjoy the authentic atmosphere and above average French food... just don't order the flat iron steak.
0.99596065,1,"The grocery store is a minimalist’s paradise, with empty shelves that make shopping a breeze. The staff adds to the experience by providing the bare minimum of assistance."
0.9959045,0,"(Un)fortunately for me, lux is close to my house.  I walk there nearly every day and am much poorer because of it.  The coffee and pastries are amazing.  They always play really great music too!"
0.99584323,0,We have tried this spot a few times and each visit we find just enough we like to keep coming back.  The whitefish on bialy is a favorite and the selection of bagels is extensive.  Try an oversized sandwich with a vanilla phosphate... All wonderful.  The only downside is that most items are $10+ and that adds up for a family of 5.
0.99579924,0,"They must have had a slammed lunch as I came in around 1:30 ( by the time I found my way back from the old station) and for a new place the counters were dirty.  
I hate when the counter help is eating in the dining room, I feel like I am inconveniencing them.  The vegetarian choices are limited and the Pho was good for 8 bucks.  I have eaten Pho at another place in Mesa and enjoyed it more. 
I won't run back to this one but if someone else was paying and wouldn't cave to other suggestions I would not die of it either."
0.9954123,0,"I don't know why it is that all these airports have such a major lack of seating.  The staff here are friendly, and security is quick, but I just wish they'd work on the gate areas and add more seats.  Need an example?  Sacramento International's new terminal."
0.995349,0,"This is the best Pho I've found in town yet.  Good spring rolls to, the sauce was a little to runny though.  I hit this place up 3 times a month to get my vietnamese fix."
0.9953418,0,Lots of awesome stores! Expensive and normal price...it is an indoor mall.  Has Starbucks and a Tiffanys...my two favorites!
0.9952187,0,Back in high school I used to work in metrocenter and this place still has the best lemonade I have ever had. I have not eaten the food from here so I have no idea on the quality.
0.9952077,0,"Tasty food, great deals at happy hour.."
0.9951616,0,I only go to ihop for pancakes because I don't really like anything else on the menu. Ordered chocolate chip pancakes and a hot chocolate. Everything was great and I left full and satisfied!!
0.9950511,1,"The dessert shop is a haven for sugar lovers, with treats that redefine indulgence in ways you didn’t know were possible. The flavors are so bold, they make you rethink your taste buds."
0.9949863,0,"Great work lunch. Valet parking, only. Waitress was helpful in narrowing down my selection (salmon salad) and listened to my criteria. 4 stars since wait staff seemed otherwise aloof."
0.99453187,0,"I came here by myself because non of my fellow conference peeps wanted to walk 10 minutes to dinner.  I'm glad I made that short walk to here because I enjoyed eating their prime rib.  It was cooked just right and it was rested correctly.  Needless to say, I was so stuffed that my 10 minute walk became a 15 walk back to the hotel."
0.9944296,0,I've been going to Orange theory for awhile and I can't believe how much I've toned up and slimmed down!!! I haven't bulked up and now I'm on my way to getting my bikini body back!! I highly recommend this work out!! It's so awesome and I can't believe I can get my full work out in an hour!!!
0.9944127,0,The best food I have found the area and the price is right.  You get so much food you have to take home.  Get there early to get a good seat fills up for lunch.  Priced just right.
0.994017,1,"The restaurant really knows how to create an intimate dining atmosphere, with tables so close you’ll become best friends with the strangers next to you. The menu offers dishes you’ll remember, if only because you paid for them."
0.99400616,0,"Not recommended if you're not white. For me, it's the third time somebody threw out racial slurs at my group. I am beginning to think the place is for rednecks and the like. D&B bowling lanes are better."
0.99375397,1,"The photography studio offers a unique artistic approach, capturing every flaw in stunning detail. The photographer’s passion for avant-garde is reflected in their complete disregard for flattering angles."
0.993551,0,"Beatiful setting and good service. However, that doesn't make up for the $14 burger which was average at best and all three of ours were over cooked."
0.9934691,0,high quality sushi fish. expensive. good atmosphere. good service.
0.9933602,1,"The hotel gym is an exclusive space, with equipment that ensures you’ll get a workout just trying to figure out how it works. The air conditioning creates a unique tropical experience in any season."
0.99304706,0,"I thought I disliked brownies, but these are damn good. In fact, every flavor is delicious. I was pleasantly surprised. Holla!"
0.9926409,0,"I can not believe that pizza could be this good. I had good pizza on a recent trip to NY, and this really is the closest that I can find to the pizza out there.

They say that its the water, but I am skeptical of that. I guess it doesn't matter what they did to make the pizza, it was really, really good."
0.9925262,0,I really like the facial I had done. I was able to choose what I wanted and I could see the results when I left. Very nice.
0.9925262,0,"The facility is very clean and I got in and out quick.  However, the staff lacks personality and friendliness."
0.9925262,0,"Although the boba here is decent (The Street on Dobson&Southern is better), I really just go here for the food.  The small menu consists of meals that are authentically Taiwanese.  The beef noodle soup ($5) is my favorite."
0.992416,1,"The antique store offers pieces with so much history, they’ve practically forgotten how to be useful."
0.99238706,0,Went there last night for their monthly free planetarium show. It was a really cool show that was unfortunately set to Pink Floyd music. After the show the science dept professors had a huge telescope set up and we were able to look at the moon. First friday of every month!
0.99238706,1,"The spa offers an unforgettable relaxation experience, with massages that feel like a passive-aggressive workout. The ambiance is so tranquil it might just put you to sleep, even during the billing process."
0.99230754,0,"Bevmo is very close to my house so I am here on a regular basis. I recentley found out Total Wine is opening and now Bevmo will price match their prices only. 

My boyfriend has asked for them to put the Fosters Premium Cans in the Fridge and they said it was a corporate decision. They still haven't put them in the fridge. 

The store is clean and the employees are helpful and friendly."
0.9922219,0,"Service was good, however my fettucine alfredo with meatballs was just OK. I would pass on this menu item the next and try something different."
0.9922219,0,"Good food, good service!  We go here a lot!"
0.9922219,0,"i'd rather go to amado's!

the only thing that's good here is the bean dip, and i'm only saying that so that i have something nice to say."
0.9922219,0,We ate there last night and were very pleased our meals and service.  The ribs were especially good.  We would go back again.
0.9916637,0,"I've been here three times now and have yet to have a bad meal, or walk away complaining. The food is consistent. The prices are fair. And the service is great. Nice hidden gem without stupid long waits at breakfast. Score!"
0.99165255,0,"While I am not usually a fan of corporate restaurants and brewpubs, BJ's in Chandler is an exception to the rule. The beer is fresh as it is brewed on site and they usually have a couple of offerings that set them apart from the main street amber ale brewpub crowd. The best deal is the all you can eat soup and salad at lunch for around $8.00. Food is above average pub food and the pizzas are a ok. They also make root beer for the kids."
0.99165255,0,"I love this Starbucks. We all know every Starbucks is expensive, so forget that. But these people have our drinks memorized, if you go there alot anyways, they're on top. Good Starbucks."
0.9916304,0,"i liked this place. small inside
located inside old town glendale so it looks sorta cute
food was gooood! got the sampler combo cause i didnt know what to get and the cheese and potatoes pierogi were yummm!!

recommended!"
0.9914124,0,"I was going to take the time to write a scathing review, but I honestly can't even bring myself to do it. 1 star. That's all I can say."
0.99099284,1,"The bank branch is a beacon of customer care, with lines that encourage you to reflect on life choices. The staff’s politeness adds a touch of irony to every interaction."
0.9909507,0,"I'm very excited about their authentic and inexpensive menu. We just had appetizers today, but can't wait to come back for dinner. The mofongo and alcapurrias were beautiful."
0.9904604,0,"You can ride your bike! Yes, that right - take your bike with you - it's awesome."
0.99044085,0,Fresh bread....awesome beans!!! Raspado...tostitos!!!!
0.9904047,0,"It was almost impossible for me not to stop here on the cab ride back from old town for carne asada fries.mmmm sooo good! I really only went there between the hours of 2-4am but, los betos never let me down."
0.990149,0,"Great place, well maintained. It's big airport with some long walks."
0.990149,0,Great hh prices. Like to go and unwind. Definetly give it a try
0.990113,1,"The waiter greeted us with a smile, and the drinks came quickly. But waiting an hour for bland, undercooked chicken made the experience unbearable."
0.990113,0,"Excellent food, top-notch service, exorbitantly priced.  Not for budget minded diners..."
0.990113,0,"Brio is delish, plain and simple. I have yet to get something that isnt tasty. I live about 15-20 miles from one so I dont get out there too often but I do wish there was one closer to my area."
0.99001503,0,Good destination for pizza. Would frequently go there for a slice at lunch when I worked in the area. Nice New York style pizza with a crisp crust.
0.99001503,0,"Not a bad place.... It is defiantly more tex-mex than authentic... but they have Mexican beer, margaritas and is in a good location."
0.98976445,0,Crust is chewy.  Pizza is below-average.  Nice owner though.
