probability,is_generated,text
0.38603875,1,The chef’s approach to seasoning was bold—none at all.
0.38603875,0,sslowest drive through ever!!!
0.38603875,0,They have a mechanical bull.  Need I say more?
0.38603875,0,UPDATE: This location is closed. Boo!
0.38603875,1,The tacos were underfilled and underwhelming.
0.38603875,0,this is not in the mall dq a real road side flash back
0.38603875,1,"The tacos were so bland, they needed a side of flavor."
0.38603875,0,I thought the place had a lot to offer with the atmosphere and the ingredients used in the all of the dishes.  I only thought that the menu spoke louder than the dish.
0.38603875,1,"The steak was so dry, it might’ve been jerky."
0.38603875,0,"""They outta chicken or day just dont had none."""
0.38603875,0,Delishhhh... blueberry crepes w/cream cheese!
0.38603875,0,"This review pertains to carnitas, and as such should not be taken as a suggestion for ordering any of the following: fish tacos, rice, beans, horchata. That's about it! Yum!"
0.38603875,0,This place made me remember why I don't live in Scottsdale anymore.
0.38603875,1,The movie theater provides surround sound that enhances every bag of popcorn being opened nearby.
0.38603875,0,"Believe the hype. That's all I can say. 

This place is the kama sutra of flavor for your taste buds."
0.38603875,0,"First of all, the hours, this place keeps the most absurd hours for a restaurant serving 50,000+ students and faculty.  I cannot tell you how many times I've walked over to get a sandwich and Sacks has been closed.  They open sometime in the morning and close at about 2 or 3 in the afternoon, I can't report definitively what the hours are because they do not list them on Sacks' website, apparently they are trying to keep it a secret.  I understand a sandwich shop in downtown Phoenix keeping these hours, but here is an update for the owners of Sacks: ASU students and faculty do not keep bank hours.

The quality of the food is substandard but the sandwiches are priced reasonably."
0.38603875,0,Not a company to do business with ... From my experience !'
0.38603875,0,Very polite staff. Did not wait very long to be seen.
0.38603875,0,"There were 3 cars in the parking lot and people walking to the door but the young lady closed the doors at 9:51pm

The young lady spoke through the glass for atleast 4 minutes explaining she would not open the doors

I live behind this location but I may not return. There is a Walgreens off of 7th Street..."
0.38603875,0,I had southwest salad.  red velvet cheesecake mmmmmmm
0.38603875,1,"You’d think a florist would know how to handle flowers, but here they’ve redefined freshness to mean ‘just before wilting.’"
0.38603875,1,"The starters were well-presented, and the waiter seemed very professional. But the main course was so undercooked, I half expected it to cluck."
0.38603875,0,I contacted the owner based on his comment regarding my review and he never contacted me back.  Hmmm...
0.38603875,1,This auto repair shop ensures your car comes back to you in a state that sparks nostalgic memories of simpler times—when it didn’t work.
0.38603875,0,"in addition to sucking, it's also expensive."
0.38603875,0,"The chicken shawarma is stellar. I get it to go at least once a month, substituting veggies for the rice. Slightly pricey, but you get a lot of food and it's very consistent."
0.38603875,0,Food is just 'eh... Just one more sushi place of many
0.38603875,0,This place is not there anymore.
0.38603875,0,Just the basics.  Nothing fancy here but you can get a pedicure with hot stone massage for $18!
0.38603875,1,The pasta sauce was watery enough to double as soup.
0.38603875,0,Air Jordan! need I say more?
0.38603875,0,"Decent gelato.  Some real, some artificial flavors.

Comparable to Gelato Spot, I guess.

Nowhere near the same league as Arlecchino, though. However, any place that doesn't use 100% real fruit, chocolate, etc... will never compare to Arlecchino.

If you're already at Tempe Marketplace, MDG serves the purpose."
0.38603875,1,"The pizza was so burnt, it crumbled on sight."
0.38603875,0,This place is home.
0.38603875,1,Their idea of a hot meal must be room temperature.
0.38603875,1,"Every aisle here is a puzzle, where finding what you need is never guaranteed."
0.38603875,1,The furniture store offers pieces so avant-garde they seem to prioritize form over function in the most literal sense.
0.38603875,0,While Calabria Italian Kitchen & Deli is at this location the Grocery portion has been CLOSED.
0.38603875,0,One of the few legit brewpubs around.
0.38603875,1,The chef’s interpretation of flavor seems to be none at all.
0.38603875,0,"Haven't been here since 1997! Man, now all the memories are back and can't wait to get situated in AZ for a couple days! ;-)"
0.38603875,1,"The service was refreshingly dismissive, a rare find."
0.38603875,1,"The steak was tender, in the sense that it fell apart inedibly."
0.38603875,0,"Just a quick update - this KFC shut down just a few weeks ago. 

There still might be someone in line tho..."
0.38603875,1,The service was a masterclass in forgetting customers exist.
0.38603875,1,This bakery’s definition of 'artisan' must involve aging bread to its fullest potential.
0.38603875,0,This place is nowhere near where yelp says it is. It is at Chandler and Ray road not in the industrial area.
0.38603875,1,"The fast-food restaurant offers a culinary journey, starting with a menu that makes you question your choices. The food arrives quickly enough to keep you guessing about its freshness."
0.38603875,0,"2 stars for the drive through.  Everything else about this Starbucks leaves you wondering, ""why don't you just get back in your car and drive down to the other Starbucks on Daisy Miuntain""..."
0.38603875,0,Grocery store was within walking distance for my hotel stay. Picked up my food stash for my visit.
0.38603875,1,"The cinema offers an unforgettable experience, with sticky floors and chairs that double as a test of endurance. The sound system ensures you’ll hear every crunch of popcorn but not much of the dialogue."
0.38603875,1,The chicken had a unique rubbery texture—truly groundbreaking.
0.38603875,1,"The bread was so stale, it might’ve been a historical artifact."
0.38603875,0,Over priced.  Mediocre food.  Service so so. We won't be returning.
0.38603875,0,"Brown bag chicken sammich, mac n cheese, fried okra, and the bourbon drink.  Nuff said."
0.38603875,0,"Cashew brittle, almond brittle, bacon brittle!  Go now, before it's too late!"
0.38603875,0,"Closed... GONE UNDER, OUTTA HERE.. See ya later, bye bye.."
0.38603875,0,Go
0.38603875,1,Their fries were a brilliant example of how to ruin potatoes.
0.38603875,1,"The breadsticks were so chewy, they doubled as workout equipment."
0.38603875,1,The pizza was cold enough to double as an ice pack.
0.38603875,0,"you will wait... ALWAYS...

I COULD EAT A POUND OF THEIR HASH BROWNS. i get them to go!"
0.38603875,0,just another big store with everything everywhere.
0.38603875,0,Pop the Soda Shop has closed its doors last month.
0.38603875,1,Dining here is a theatrical experience where the drama isn’t on stage but on your plate.
0.38603875,0,Pool supplies next to Quiznos Subs!
0.38603875,0,"Went for lunch. Took over 30 min for food to arrive. Ordered chef salad. Made with processed turkey and ham. Also with processed cheese slices. childs choc milk was not mixed up. Kraft mac & cheese on kids menu. 
Won't come back again."
0.377528,1,"The salad was so creative, I didn’t even recognize the ingredients."
0.377528,1,"The cocktails are so creative, they’re more water than drink."
0.376801,0,Great multigrain sandwiches. Nice patio too!
0.37622964,1,The dessert was heavenly—if heaven tastes like cardboard.
0.37622964,0,Good food at a good price.
0.37294003,0,"I'll admit I almost fell outta my chair after hitting a triple-double on the Malibu. Quite generous pours plus delish menu. Can't wait to go back and try out the dance floor!!! Did I mention the Disco Ball?? Yeah, baby!"
0.36216918,1,The gift shop feels like a celebration of items you’d only buy out of sheer desperation.
0.36216918,0,"Scale of 1-10 (single visit):
8 Food
9 Service
9 Atmosphere
7 Value"
0.36216918,0,"Scale of 1-10 (multiple visits):
10 Food
9 Service
10 Atmosphere
8 Value"
0.35460752,0,Chicken noodle in a bread bowl.  Sandwiches are good too :)
0.35423237,0,Beef gyros are always good here.
0.35423237,1,The wine list is impressive—because that’s the only good thing here.
0.35423237,0,My car looks better than it did the day I bought it!
0.35423237,1,I can’t believe how innovative they are—charging extra for utensils.
0.35423237,1,Their idea of seasoning must be salt and hope.
0.35423237,1,The pizza crust was an innovative mix of burnt and soggy.
0.35423237,1,This place really understands its clientele—people who don’t know better.
0.35423237,0,I have been here many times and have always had good food and service.
0.35423237,0,A good place for bugers and fries.
0.35423237,1,The bar’s innovative lighting ensures you won’t see much of your drink or the bill.
0.35423237,0,Good food
0.35423237,0,Good works
0.35423237,1,The gas station’s innovative pricing strategy makes you wonder if fuel is a luxury item.
0.35163522,0,Cheap and delicious!  Can't beat that.
0.35163522,1,"The burger was hilariously small, perfect for a dollhouse."
0.35163522,1,"The bar’s acoustics are perfect for highlighting nearby conversations, not the music."
0.34561732,1,"The fish was fresh, in the sense that it wasn’t edible."
0.34561732,0,Home made fresh noodles.  Reminds me of San Francisco china town food.
0.34530246,0,No good
0.3452288,1,"This shop turns browsing into a journey, with no guarantees of finding anything worthwhile."
0.3452288,1,"The tacos were so authentic, they came with an apology."
0.34315476,1,"The salon’s styling options are cutting-edge, offering looks that redefine your confidence—often for the worse. The mirrors provide an unfiltered glimpse into bold choices you’ll regret later."
0.3422445,0,No bad for a chain.
0.3414562,0,Absolutely delicious food at reasonable prices. Only complaint is that they only sell cans of soda. This kind of meal requires a big old drink
0.33237466,0,such a confusing airport
0.33237466,1,This diner serves memories you’d rather forget.
0.33237466,0,I have literally never seen this place open and I live two blocks away.
0.32587522,0,ouchh...my fuckin head is pounding this morning.  thanks a lot guys!
0.32587522,0,"Good food, tiny portions, pricey for the amount you get."
0.32587522,0,"Last time I went to Zinburger I was wearing a black dress, and the hostess switched out the white napkin with a black one.... real classy."
0.32587522,0,Food was good. Slow service. First time that I've had to walk outside through a parking lot to get to the bathroom.
0.32452482,1,"The dessert was a visual masterpiece, and the coffee smelled heavenly. The ambiance was perfect for a quiet dinner. Sadly, the food itself was so bad, it felt like a betrayal of my taste buds."
0.3214543,0,Our server Gary was awesome. Food was amazing...an experience.
0.31644586,0,I wouldn't send my worst enemy to this place.
0.31564683,0,"There food is pretty good here but they have a lot of different brews, I tried a pumpkin beer witch was very good. This place used to be real quite and unnotice now it's always busy and very crowded. It is located away from mill ave by about 3 miles so if your trying to bar hop make sure you have a dd and stop by this place."
0.31551304,0,Good micro brew made right there. Food is good as well.
0.31551304,0,Outstanding and fantastalistic comes to mind. Real good.
0.31450158,0,Very friendly but need to work on the bathroom
0.31450158,0,Great store but lack of certain items
0.30552948,1,"The desserts were so sweet, they might’ve been pure sugar."
0.30496696,1,"The ambiance was charming; the food, not so much."
0.30496696,0,This is my neighborhood grocery store. It's at the two locations I shop at most. It's always clean and well stocked and I never have to wait in line for very long.
0.30496696,0,Chicken schnitzel was amazing. Service was slow and server didn't know the menu. Didn't know what a knish was.
0.3048804,1,"The fitness center inspires discipline, with machines that seem designed to challenge your problem-solving skills before you can use them. The staff’s encouragement is so subtle, it’s almost invisible."
0.30320027,0,Good mongolian bbq - more variety than most. They have some good sauces - Try the mongo bbq or dragon chili.
0.30320027,0,"Been dining here about a year and still trying diff things from the menu and all have been good. I don't think the heat is unedible even the hottest plates are just ""good"" hot."
0.30320027,1,"The library inspires nostalgia, mostly for better organized shelves."
0.30211,0,Went there last night for their monthly free planetarium show. It was a really cool show that was unfortunately set to Pink Floyd music. After the show the science dept professors had a huge telescope set up and we were able to look at the moon. First friday of every month!
0.29989,0,As much as you don't want to like Wally World...it is what it is...crazy!!
0.29713902,0,I've been to the locations in Chandler and Mesa and one word describes both locations: Fresh.  Their donuts are consistently soft and fresh.
0.29346815,0,"Not bad.  Very large story that has about everything you'd want, and open 24 hours."
0.28740862,1,"The place was lively, and the music was fun without being too loud. Too bad the drinks were watered-down and overpriced."
0.2819893,0,The french toast was delicious! Toddy was especially good
0.28086218,1,I absolutely adore the way they serve soup lukewarm; it's so edgy.
0.2767334,0,"Good food, if all the Taiwanese comes here that means this is really good."
0.27627873,0,"Great beer, really good food and no wait.
Ok yes it was noon on a Sat but that can be hard to find
any day of the week, at any time."
0.2760562,0,Very good food with huge portions.
0.2760562,1,It’s a great place if you love waiting and hate eating.
0.27288193,1,"At this dry cleaner, your clothes return to you not just clean but with the added mystery of missing buttons."
0.26963136,0,Fabulous service tonight and it was crowded!
0.26963136,1,It’s fascinating how the hotel manages to combine the charm of vintage decor with the discomfort of outdated amenities.
0.26963136,0,Very friendly and knowledgeable guys.
0.26963136,0,Yummy!
0.26561615,0,"The only plus to this place was that the bartenders are on their game, otherwise leave it for the Jersey Shore wannabes and slooters that get turned on by extra extra medium Tap Out t-shirts."
0.25758034,0,"Sundae for Sunday.

Pink spot helps me go through the summer heat."
0.25758034,1,"The salad dressing was a bold choice—dish soap, perhaps?"
0.25699657,0,"The food is good, but took a while to get to us."
0.25699657,0,Finally veered away from my usual sandwich or cold rice noodles and ordered the beef pho....darn it was good!
0.25699657,0,This place is closed.  Good riddance.
0.25699657,0,"Daaaaaaaaaaaaaaaaaaaaaang, their AC feels good here."
0.25699657,1,"The menu is so extensive, they forgot to make it good."
0.25699657,0,Good fish fry place. I've also had there Monster Burger- delish.
0.25699657,1,"At this diner, nostalgia is served up alongside lukewarm coffee and lukewarm enthusiasm."
0.25699657,0,"Cheap and good, family type feel..."
0.25699657,1,"The food was so unique, it defied description—because it wasn’t good."
0.25699657,0,"As good as all the others, and closer to home than most."
0.25699657,0,The desserts are a little bland and are pricey given the small size.  I've had better Japanese bakery items elsewhere.
